Date,Open,High,Low,Close,Adj Close,Volume,Close_Normalized,Volume_Normalized
,SPY,SPY,SPY,316.0674013096435,316.0674013096435,87146546.8244576,0.35162129392506386,0.13733075200160993
2015-01-02,173.39094506075827,173.81102196006645,171.5425964480186,172.59278869628906,172.59278869628906,121465900.0,0.03486475439671718,0.20780542217525647
2015-01-05,171.53429704372607,171.70232533502883,169.16506865096244,169.47592163085938,169.47592163085938,169632600.0,0.027983481063183293,0.30671557000030597
2015-01-06,169.78674884172293,170.31605005774304,167.07305453082503,167.87960815429688,167.87960815429688,209151400.0,0.024459214828005896,0.3878672858095386
2015-01-07,169.22386662768372,170.31606971102266,168.77018897569735,169.9716033935547,169.9716033935547,125346700.0,0.029077824076199826,0.2157746312279724
2015-01-08,171.39987136257994,173.20621077027934,171.3830775070617,172.98776245117188,172.98776245117188,147217800.0,0.035736758980122844,0.2606868576021363
2015-01-09,173.40782793131604,173.42463460544093,170.97978271958456,171.60150146484375,171.60150146484375,158567300.0,0.03267623680888836,0.28399301564784835
2015-01-12,171.73594295115782,171.89557431876867,169.64395413622213,170.25726318359375,170.25726318359375,144396100.0,0.029708490400555145,0.2548925066476814
2015-01-13,171.4923367059956,172.6349473672239,168.45937837271796,169.77842712402344,169.77842712402344,214553300.0,0.02865133854303716,0.39896006832393416
2015-01-14,167.73681030905232,168.95504436841682,166.82945489534583,168.75340270996094,168.75340270996094,192991100.0,0.0263883375812887,0.3546821670055278
2015-01-15,169.40029194308786,169.71954181506166,167.08986794089512,167.20748901367188,167.20748901367188,176613900.0,0.02297534162383929,0.3210516448198601
2015-01-16,166.99741236901573,169.55988460533456,166.81257746542997,169.40025329589844,169.40025329589844,211879600.0,0.027816424052207488,0.3934696348452064
2015-01-20,170.0471849622152,170.31604042808303,168.17364490598513,169.76153564453125,169.76153564453125,130991100.0,0.02861404632461606,0.2273653866333398
2015-01-21,169.2910395714916,171.10577538011057,168.82055535882742,170.6184844970703,170.6184844970703,122942700.0,0.030505977922400316,0.21083802574386368
2015-01-22,171.38306629511172,173.29020717036573,169.98840719411498,173.15579223632812,173.15579223632812,174356000.0,0.036107727281164494,0.31641505516820906
2015-01-23,172.89532541034518,173.15578397826133,172.0719778922857,172.20640563964844,172.20640563964844,117516800.0,0.03401171595511014,0.1996959593144854
2015-01-26,171.9879894677788,172.70211291878758,171.26545626928123,172.6096954345703,172.6096954345703,92009700.0,0.03490208030277912,0.14731721982042995
2015-01-27,170.52608708758527,171.49225922219964,169.49270108329782,170.33285522460938,170.33285522460938,134044600.0,0.029875378973326698,0.23363573806667004
2015-01-28,171.5342574257131,171.635071813263,167.955205650618,168.1484375,168.1484375,168514300.0,0.02505272368450352,0.3044191449117541
2015-01-29,168.3500948187939,169.96318926892573,166.92182248985472,169.70274353027344,169.70274353027344,173585400.0,0.028484247844420503,0.31483263079797025
2015-01-30,168.50976823341298,169.8540075342803,167.29994388881562,167.56878662109375,167.56878662109375,197729700.0,0.023772997583888712,0.36441286531958667
2015-02-02,168.07286700790803,169.73636890000648,166.23292707555905,169.64395141601562,169.64395141601562,163107000.0,0.028354449364224946,0.2933152735164874
2015-02-03,170.55130257648872,172.10559297416876,170.173235750488,172.09718322753906,172.09718322753906,124212900.0,0.03377057982190489,0.21344637694432744
2015-02-04,171.32425818677297,172.55088906872192,170.97979185735218,171.44187927246094,171.44187927246094,134306700.0,0.03232383039795513,0.23417395948821118
2015-02-05,172.1139720783773,173.32379605208897,172.0383612849539,173.1725616455078,173.1725616455078,97953200.0,0.03614474999845879,0.15952217601627025
2015-02-06,173.542276846542,174.11358845882827,172.1644242542181,172.6937255859375,172.6937255859375,125672000.0,0.035087598140940805,0.21644263362563487
2015-02-09,172.0383516472456,172.7692815821932,171.509050483465,171.9207305908203,171.9207305908203,87219000.0,0.03338101594311397,0.13747953434092927
2015-02-10,172.9709059918632,174.01268872536852,171.96271095723785,173.7522430419922,173.7522430419922,96164200.0,0.0374245434743553,0.15584847085359535
2015-02-11,173.58426095812518,174.2899874141996,172.9289417032367,173.8531036376953,173.8531036376953,91087800.0,0.03764721878037467,0.1454241014361538
2015-02-12,174.6596513783707,175.58382610114808,173.8867110737457,175.52500915527344,175.52500915527344,97545900.0,0.041338373588323624,0.1586857869090833
2015-02-13,175.65104104458774,176.29795053474058,175.39058247950044,176.24754333496094,176.24754333496094,93670400.0,0.04293355075785907,0.15072746138759274
2015-02-17,175.92826521563927,176.7012182769293,175.67622923884286,176.5247802734375,176.5247802734375,76968200.0,0.04354562150446511,0.11642955285319985
2015-02-18,176.1467219833145,176.61720625566969,175.87786650212016,176.54159545898438,176.54159545898438,80652900.0,0.04358274528468196,0.1239960712505773
2015-02-19,175.9367071157379,176.7852583054147,175.79388242953905,176.41558837890625,176.41558837890625,91462500.0,0.04330455274654157,0.1461935465588225
2015-02-20,175.99551762805618,177.549808197294,175.36540190859282,177.4741973876953,177.4741973876953,140896400.0,0.04564170020580117,0.2477058850949629
2015-02-23,177.22214462463737,177.44898986816406,176.83566801787842,177.44898986816406,177.44898986816406,74411100.0,0.04558604822311675,0.11117855706143014
2015-02-24,177.37334029059664,178.15469031743768,177.07088428338963,177.9530487060547,177.9530487060547,72472300.0,0.046698885750960005,0.10719723812940436
2015-02-25,177.82709875020078,178.31438988268565,177.45742873109228,177.80189514160156,177.80189514160156,73061700.0,0.0463651759806986,0.1084075689415232
2015-02-26,177.70944848666076,177.86907986143103,176.97850549796212,177.59182739257812,177.59182739257812,72697900.0,0.045901398229114834,0.10766050693024252
2015-02-27,177.4909775450197,177.75983305138163,176.93648549768648,176.9868927001953,176.9868927001953,108076000.0,0.044565851707611355,0.18030930995742486
2015-03-02,177.0876560834773,178.16305215961418,177.03724889549156,178.104248046875,178.104248046875,87491400.0,0.04703269658414396,0.13803890677598388
2015-03-03,177.66739586699202,178.15468680342147,176.49958213270352,177.3733367919922,177.3733367919922,110325800.0,0.04541902489978179,0.18492926628776918
2015-03-04,176.76843502434386,176.8440586438338,175.64263149554804,176.6256103515625,176.6256103515625,114497200.0,0.04376822943520278,0.1934952214110683
2015-03-05,176.95330838811802,177.10454284019653,176.30639875678918,176.8188934326172,176.8188934326172,76873000.0,0.04419495078185141,0.11623405999043482
2015-03-06,175.94507989723752,176.38196364313094,173.99592894278243,174.3319854736328,174.3319854736328,188128000.0,0.03870447170081521,0.34469580838249575
